Timestamp,Initials,Article,Volume,Issue,Page,Title and Subtitle,Artist/Photographer,Engraving Company,Type,Size,Orientation,Location on Page,Identity Groups pictured and named (or can be deduced),People pictured and named (or can be deduced),Groups/Organizations/Entities pictured and named (or can be deduced),Places pictured and named (or can be deduced),Activities pictured and named (or can be deduced),Flora and Fauna pictured and named (or can be deduced),Commodities pictured and named (or can be deduced),Technology/Transportation/Infrastructure/Built Environment pictured and named (or can be deduced),Natural Environment/Climate pictured and named (or can be deduced),Themes,3-4 Main Elements,Description,Additional Notes,Further Research Required?,Required Research Notes
7/9/2013 10:53:04,JH,The Artist's Paradise,6,6,237,"""Where Sheep Are, Is Rest.""",Maude,Union Eng. Co.,photograph,--,not rotate,3; 4; 5; 6; ,n/a,n/a,n/a,n/a,grazing; sheepherding; ,sheep; grass; ,n/a,pasture; ,grass;,Cultivation--animal husbandry; Tranquility; ,sheep; tranquility; cultivation--animal husbandry;,A herd of sheep is pictured grazing in a pasture.,,No,
7/9/2013 10:59:35,JH,The Artist's Paradise,6,6,238,In the Moqui Country,Walte.,Commercial Eng. Co.,photograph,--,rotate,1; 2; 3; 4; 5; 6; ,Moqui; Indigenous peoples;,n/a,Moqui;,Moqui Country;,riding; childrearing;,donkey;,n/a,n/a,desert;,Age--childhood; childrearing; ethnography; expedition; fetishism; location profile; peoples--indigenous; Race and Ethnicity; temporality--comparative temporalities; US Regionalism--Southwest;,Peoples--Indigenous; Moqui; Age--childhood; fetishism; ,Six indigenous children are pictured riding two donkeys. An adult indigenous person leads the donkeys through the desert.,,No,
7/9/2013 11:04:17,JH,The California Missions,6,6,240,"Mission San Miguel, Cal.",Chas. F. Carter,L. A. Eng. Co.,drawing,--,not rotate,3; 4; 5; 6; ,Spanish; ,San Miguel;,MIssion San Miguel; ,Mission San Miguel; California;,n/a,grass; ,n/a,Mission San Miguel; road;,grass; mountains;,Arts--architecture; expansionism; Peoples--Hispanic; Religion--Christianity; US Regionalism--West;,Peoples--Hispanic; Religion--Christianity; Mission San Miguel;,"This drawing of the Mission San Miguel in California depicts the Mission from a distance, with surrounding grass and mountains.",,No,
7/9/2013 11:15:06,JH,The California Missions,6,6,241,"Fray Junipero Serra: From frontispiece of Palou's ""Life,"" Mexico, 1787",(Francisco) Palou,A Eng Co,painting,--,not rotate,1; 2; 3; 4; 5; 6; ,priests; Catholics; ,Fray Junipero Serra;,Catholic Church;,n/a,n/a,n/a,n/a,n/a,storm; clouds; ,Arts--visual; Biography; Death; Expansionism; Interculturalism--assimilation; Language--Spanish; Peoples--Hispanic; Religion--Christianity; Temporality--past; ,Arts--visual; Peoples--Hispanic; Fray Junipero Serra;,"This painting by Francisco Palou depicts Fray Junipero Serra standing, surrounded by kneeling people of varying races and ethnicities who are looking up at him. A skull lies at his feet, and his head is surrounded by dark clouds. Fray Junipero Serra holds a crucifix in one hand, and an unidentifiable object in the other.",,No,
7/9/2013 11:25:31,JH,The California Missions,6,6,242,Ruins of the Mission of San Diego,A. C. Vroman,Mausard-Collier Eng. Co.,painting,--,rotate,1; 2; 3; 4; 5; 6; ,children; Catholic; Spanish;,n/a,Catholic Church; Mission of San Diego;,Mission of San Diego; San Diego;,n/a,grass;,n/a,Mission of San Diego; ,grass;,Arts--architecture; Expansionism; Historicizing; Nostalgia; Peoples--Hispanic; Religion--Christianity; Temporality--past; US Regionalism--West,Expansionism; Temporality--Past; Christianity--Religion; Peoples--Hispanic;,Four individuals are pictured in front of the ruins of the Mission of San Diego. The Mission remains largely intact. ,,No,
7/9/2013 15:42:16,JH,The California Missions,6,6,243,La Purisima Concepcion,n/a,Mausard Collier Eng. Co.,Photograph,--,not rotate,1; 2;,n/a,n/a,Mission; La Purisima Concepcion;,La Purisima Concepcion;,n/a,grass; trees;,n/a,Mission; La Purisima Concepcion;,trees; grass; ,Arts--architecture; Interculturalism; Language--Spanish; Religion--Christianity; US Regionalism--West; Peoples--Hispanic; ,La Purisima Concepcion; Religion--Christianity; Peoples--Hispanic;,"A large, single-story structure is pictured, surrounded by grass with a few trees.",,No,
7/9/2013 20:08:36,MB,The Heart of Santa Catalina.,7,4,153,Lyonothamnus Grove,Blanche Trask,Commercial Eng. Co.,Photograph,?,Not rotate,3; 4; 5; 6,N/A,N/A,N/A,Santa Catalina Island,N/A,Lyonothamnus,N/A,N/A,grove (of trees),Nature; Location profile,Santa Catalina Island; Lyonothamnus; Nature; Location profile,A photograph of a Lyonothamnus grove on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:11:49,MB,The Heart of Santa Catalina.,7,4,153,Falls in Middle Ranch Canyon.,Photo by Waite.,L. A. Eng. Co.,Photograph,?,Not rotate,3; 4; 5; 6,N/A,N/A,N/A,Middle Ranch Canyon; Santa Catalina Island,N/A,N/A,N/A,N/A,waterfall,Nature; Location profile,Middle Ranch Canyon; waterfall; Santa Catalina Island; Location profile,A photograph of a waterfall in Middle Ranch Canyon on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:15:02,MB,The Heart of Santa Catalina.,7,4,155,The Seals at Home.,Blanche Trask,Commercial Eng. Co.,Photograph,?,Not rotate,1; 2,N/A,N/A,N/A,Santa Catalina Island,N/A,seal,N/A,N/A,rocks,Nature; Location profile,seal; Santa Catalina Island; Nature; Location profile,A photograph of a seal on top of a rock on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:18:03,MB,The Heart of Santa Catalina.,7,4,155,Mr. Polley and his Comus.,Blanche Trask,Commercial Eng. Co.,Photograph,?,Not rotate,3; 4; 5; 6,N/A,Mr. Polley,N/A,Santa Catalina Island,sitting,comus,N/A,N/A,N/A,Nature; Location profile,Mr. Polley; comus; Santa Catalina Island; Location profile,A photograph of Mr. Polley sitting amongst his comus on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:21:08,MB,The Heart of Santa Catalina.,7,4,156,"Chili Cojote, 12 feet high.
(Echinocystis fabacea.)",Blanche Trask,Commercial Eng. Co.,Photograph,?,Not rotate,3; 4,N/A,N/A,N/A,Santa Catalina Island,N/A,Chili Cojote (Echinocystis fabacea),N/A,N/A,N/A,Nature; Location profile,Chili Cojote (Echinocystis fabacea); Santa Catalina Island; Nature; Location profile,A photograph of a 12-foot-high Chili Cojote (Echinocystis fabacea) on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:24:50,MB,The Heart of Santa Catalina.,7,4,157,Quercus Tomentella.,Blanche Trask,Commercial Eng. Co.,Photograph,?,Not rotate,1; 2; 3; 4,people,N/A,N/A,Santa Catalina Island,standing,Quercus tomentella,N/A,N/A,N/A,Nature; Location profile,Quercus tomentella; Santa Catalina Island; Nature; Location profile,A photograph of an unidentified person standing next to a Quercus tomentella plant on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:27:41,MB,The Heart of Santa Catalina.,7,4,159,Fern Spring Grand Canyon.,Photo. Ly Maude.,L. A. Eng. Co.,Photograph,?,Not rotate,1; 2; 3; 4,N/A,N/A,N/A,Fern Spring; Grand Canyon; Santa Catalina Island,N/A,unidentified plants,N/A,N/A,spring; canyon,Nature; Location profile,Fern Spring; Grand Canyon; Santa Catalina Island; Location profile,A photograph of Fern Spring in the Grand Canyon on Santa Catalina Island.,Illustrated from photos by the author.  All rights reserved.,No,N/A
7/9/2013 20:33:12,MB,The Heart of Santa Catalina.,7,4,160,"The Stage Route, Catalina.  At the Spring.  Moonlight at Avalon.",Photos by Pierce.,L. A. Eng. Co.,Photograph,?,Not rotate,1; 2; 3; 4; 5; 6,stage-coach drivers; tourists,N/A,stagecoach companies,Santa Catalina Island; the Spring; Avalon,stagecoach transportation,unidentified trees,N/A,stagecoaches; trails; boats,spring; bay; moonlight,Nature; Location profile; Tourism,Santa Catalina Island; stagecoach; Avalon; Tourism,"A photographic triptych displaying the stagecoach route through Santa Catalina Island, a spring with a stagecoach stopped in front of it, and the moonlit bay (complete with unoccupied boats) at Avalon.",Illustrated from photos by the author.  All rights reserved.,No,N/A
7/10/2013 9:19:29,JH,The California Missions,6,6,243,San Luis Obispo,n/a,Mausard-Collier Eng. Co.,photograph,--,not rotate,5; 6; ,n/a,n/a,Mission of San Luis Obispo,San Luis Obispo,n/a,trees; ,n/a,Mission of San Luis Obispo; road; ,trees; mountains;,Arts--architecture; Expansionism; Peoples--Hispanic; Religion--Christianity; US Regionalism--West;,Arts--architecture; Religion--Christianity; San Luis Obispo,The Mission of San Luis Obispo is pictured along a road with trees around the building and mountains in the distance.,,No,
7/10/2013 9:24:53,JH,The California Missions,6,6,244,"The Presidio of Monterey in 1792: From Vancouver's ""Voyages""",n/a,n/a,drawing,--,not rotate,3; 4; ,n/a,Vancouver; ,Presidio of Monterey; ,Monterey;,n/a,trees; grass;,n/a,presidio; ,trees; grass; mountains;,Arts--visual; Expansionism; Historicizing; Religion--Christianity; Temporality--past; US Regionalism--West;,Expansionism; Religion--Christianity; Presidio of Monterey,,,No,
7/10/2013 9:29:27,JH,The California Missions,6,6,245,San Luis Rey,Elmer Wachtel,Union Eng. Co.,drawing,--,not rotate,3; 4; ,n/a,n/a,Mission of San Luis Rey;,San Luis Rey;,n/a,grass,n/a,Mission of San Luis Rey,grass,Arts--visual; Arts--architecture; Expansionism; Peoples--Hispanic; Religion--Christianity; US Regionalism--West,Religion--Christianity; San Luis Rey; Expansionism,This drawing of the Mission of San Luis Rey depicts the front and side views of the mission surrounded by grass.,,No,
7/10/2013 9:34:12,JH,The California Missions,6,6,246,Santa Barbara Mission: From an Old Print,n/a,n/a,drawing,--,not rotate,3; 4; ,Spanish; ,n/a,Santa Barbara Mission;,Santa Barbara;,horseback riding; ,grass,n/a,Santa Barbara Mission; ,mountains; grass; ,Arts--visual; Arts--architecture; Expansionism; Peoples--Hispanic; Religion--Christianity; US Regionalism--West,Expansionism; Santa Barbara; Religion--Christianity,"Pedestrians of varying gender and one man riding a horse are depicted in front of the Santa Barbara Mission in this drawing. Other, smaller buildings surround the mission, and mountains appear in the background.",,No,
7/10/2013 9:40:18,JH,The California Missions,6,6,247,The Landing at San Diego: From an Old Print,n/a,n/a,drawing,--,not rotate,1; ,Indigenous people; Spanish; Catholic; ,n/a,n/a,San Diego,n/a,palm trees; ,n/a,hut; ,palm trees; ocean; ,Arts--visual; Expansionism; Expedition; Fetishism; Historicizing; Interculturalism; Peoples--Hispanic; Peoples--Indigenous; Race and Ethnicity; Religion--Christianity; Temporality--past; US Regionalism--West;,Expansionism; Race and Ethnicity; Religion--Christianity; San Diego,Several indigenous men and Spanish men are depicted along the San Diego coast in this drawing. Palm trees and small huts appear in the background. ,n/a,No,
7/10/2013 9:47:05,JH,The California Missions,6,6,247,The Miracle of San Gabriel: From an Old Print,n/a,n/a,drawing,--,not rotate,6; ,Spanish; Catholic; Indigenous people;,San Gabriel;,Catholic Church; Spain;,n/a,n/a,trees; grass;,n/a,n/a,trees; grass;,Arts--visual; Expansionism; Gender; Historicizing; Interculturalism; Race and Ethnicity; Religion--Christianity; Peoples--Hispanic; Peoples--Hispanic; Temporality--past; US Regionalism--West;,Expansionism; Interculturalism; Religion--Christianity,Two Spanish Catholic priests communicate with seven indigenous men in this drawing. Three indigenous women appear seated in the background. ,,No,
7/10/2013 9:54:16,JH,La Fiesta de Los Angeles,6,6,261,"Mrs. Childs, La Reina de La Fiesta, 1894",Schumacher,n/a,photograph,--,not rotate,4; 6; ,American; woman; La Reina de La Fiesta;,Mrs. Childs; ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Gender--Femininity; Promotion; US Regionalism--West;,Promotion; US Regionalism--West; La Fiesta de Los Angeles,"In this portrait, Mrs. Childs is dressed in a gown and a tiara. Mrs. Childs posed for this portrait in a studio.",,No,
7/10/2013 12:12:16,MB,The Land We Love (and Hints of Why),7,4,169,Terminal Island Beach and Wharf.,Photo. by W. J. Cox.,Davis Eng. Co.,Photograph,?,Not rotate,1; 2; 3; 4,beachgoers; tourists,N/A,N/A,Terminal Island,beach-going; bathing;,horse,N/A,horse and buggy; wharf,beach; ocean,Location profile; Leisure; Tourism,Terminal Island; beach; wharf; Leisure,A photograph of beach-goers and tourists on the beach on Terminal Island.  A wharf and a horse and buggy are also visible.,N/A,No,N/A
7/10/2013 12:15:20,MB,The Land We Love (and Hints of Why),7,4,169,A Picnic for the Children-Santa Monica.,"Stanton, Photo.",Davis Eng. Co.,Photograph,?,Not rotate,3; 4; 5; 6,children; beach-goers,N/A,N/A,Santa Monica,picnicking; bathing,N/A,N/A,hats,beach; ocean,Location profile; Leisure,Santa Monica; children; beach; Leisure,A photograph of three children on the beach at Santa Monica.  The caption suggests that it was taken during a picnic.,N/A,No,N/A
7/10/2013 12:19:30,MB,The Land We Love (and Hints of Why),7,4,170,"Along Shore, Santa Catalina.",Photos. by Maude.,L. A. Eng. Co.,Photograph,?,Not rotate,1; 2; 3; 4; 5; 6,N/A,N/A,N/A,Santa Catalina Island,N/A,shrubs; trees,N/A,sailboats; buildings,shore,Location profile; Leisure; Transportation,Santa Catalina Island; shore; sailboats; Leisure,"A photographic triptych consisting of three images, all of the shoreline of Santa Catalina Island.  Sailboats appear in all three images, as does the coastline, while plant life appears in two and buildings appear in one.",N/A,No,N/A
7/10/2013 12:22:29,MB,The Land We Love (and Hints of Why),7,4,171,"In the Surf, Redondo.",Photo. by Waite.,Davis Eng. Co.,Photograph,?,Not rotate,1; 2,beach-goers; bathers,N/A,N/A,Redondo,beach-going; bathing,N/A,N/A,swimsuits,beach; sea,Location profile; Leisure; Tourism,Redondo; bathers; sea; Leisure,A photograph of beach-goers and bathers in the sea at Redondo.,N/A,No,N/A
7/10/2013 12:25:45,MB,The Land We Love (and Hints of Why),7,4,171,Yachting off Long Beach.,Photo by C. M. Brickey.,Davis Eng. Co.,Photograph,?,Not rotate,3; 4; 5; 6,sailors,N/A,N/A,Long Beach; Pacific Ocean,yachting,N/A,N/A,yacht,ocean,Leisure; Maritime culture; Transportation,yachting; Pacific Ocean; Long Beach; Leisure,A photograph of a yacht sailing in the Pacific Ocean off of Long Beach.,N/A,No,N/A
7/10/2013 15:03:33,AW,Regulations and Instructions For the Garrisons of the Peninsula of California ,6,6,254,A Map of North America in 1754,Geographer-in-ordinary to the King of Spain ,L A. Eng. Co.,"map, drawn",,rotate,1; 2; 3; 4; 5; 6,Spanish; Geographer; King,n/a,Spain,Canada; Louisiana; Gulf of Mexico; Mexico/ New Spain; California; Illinois; Quebec; Tirra Firme; Mar De El Norte,n/a,n/a,n/a,n/a,n/a ,Expansionism; Expertise--credentialed; Expedition--geographic; Historicizing; Language--Spanish; Ownership; Temporality--past,Expansionism; Temporality--past; Map; Spanish,"The map, drawn to demonstrate the North American Continent according to Spain in 1754 shows the shape, size and boundaries that existed at the time. The map is in Spanish. ",,No,
7/11/2013 17:02:29,JH,La Fiesta de Los Angeles,6,6,May 1897,n/a,n/a,n/a,photograph,--,rotate,1; 2; 3; 4; 5; 6; ,Chinese; men;,n/a,n/a,Los Angeles;,n/a,trees;,n/a,road; ,trees; ,Arts--performing; Fetishism; Interculturalism; Peoples--Chinese; Race and Ethnicity; ,Peoples--Chinese; La Fiesta de Los Angeles; Interculturalism;,"A long line of Chinese men are pictured, moving a man-made dragon in what appears to be a parade. The men are dressed uniformly in clothing likely intended to be representative of their cultural heritage.",,No,
7/11/2013 17:08:57,JH,La Fiesta de Los Angeles,6,6,263,"An 1895 Float, A City of Cibola",Walte,"Collier, Eng.",photograph,--,not rotate,1; 2; 3; 4; ,n/a,n/a,n/a,Los Angeles; Cibola; ,n/a,horses; trees;,gold;,city; float; ,n/a,Interculturalism; Peoples--Hispanic; Expansionism; Storytelling; ,Cibola; La Fiesta de Los Angeles; Peoples--Hispanic; ,A parade float bearing a model of the legendary city of Cibola is pictured. Horses appear in front of and behind the float.,,No,
7/11/2013 17:13:46,JH,La Fiesta de Los Angeles,6,6,263,"Floral Day, 1895",Walte,Union Eng. Co.,photograph,--,not rotate,3; 4; 5; 6;,men; women;,n/a,n/a,Los Angeles;,n/a,flowers; trees;,n/a,float; stairs; road; ,flowers; trees;,Aesthetics; cultivation--horticulture; national pride; ,La Fiesta de Los Angeles; flowers; Aesthetics;,"This photograph depicts a crowded venue decorated with flowers and American flags. A significant number of men and women observe a parade float, also decorated with flowers.",,No,
7/11/2013 17:19:08,JH,La Fiesta de Los Angeles,6,6,May 1897,"Queen of La Fiesta, 1896��Mrs. Mark B. Lewis",Schumacker,Mausard-Collier Eng. Co.,photograph,--,rotate,1; 2; 3; 4; 5; 6; ,women; European American;,Mrs. Mark B. Lewis; Queen of La Fiesta;,n/a,n/a,n/a,rose; ,n/a,n/a,rose;,Aesthetics; Gender--Femininity; ,"This photograph is a portrait of Mrs. Mark B. Lewis. Mrs. Lewis posed for this portrait, most likely in a studio, while holding a rose.",,,No,
7/11/2013 17:25:34,JH,La Fiesta de Los Angeles,6,6,265,"Mrs. Modini-Wood, Queen of La Fiesta, 1895",Steckel,n/a,photograph,--,not rotate,3; 4; 5; 6; ,women; European American; Queen of La Fiesta,Mrs. Modini-Wood,n/a,n/a,n/a,pam trees; ferns; flowers;,cloth; ,stool; column; potted plants; curtain; ,n/a,Aesthetics; Gender--Femininity; Race and Ethnicity; ,La Fiesta de Los Angeles; Queen of La Fiesta; Gender--Femininity ,"This portrait of Mrs. Modini-Wood depicts the Queen of La Fiesta standing in a studio, wearing a ball gown and a tiara. Mrs. Modini-Wood is surrounded by a curtain, a column, an upholstered stool, and potted plants.",,No,
7/11/2013 17:31:40,JH,La Fiesta de Los Angeles,6,6,266,One of the 1897 Floats of the Street Parade,Walte,L.A. Eng. Co.,photograph,--,not rotate,1; 2; 3; 4; ,men; women; ,Cleopatra;,n/a,Los Angeles; ,n/a,flowers; palm; ,n/a,float; fence;,n/a,Fetishism; Temporality--past; ,Cleopatra; La Fiesta de Los Angeles; Fetishism;,"A float bearing the words ""papyrus"" and ""Cleopatra"" is pictured. A woman dressed in white sits on a throne at the rear of the float. The float is decorated with flowers and palm branches.",n/a,No,
7/11/2013 17:44:47,JH,La Fiesta de Los Angeles,6,6,265,"Grand Stand, Floral Day, 1897: The Fiesta and Floral Queens and Maids of Honor",Walte,L. A. Eng. Co.,photograph,--,not rotate,3; 4; 5; 6; ,children; soldiers; men; women; Fiesta Queens; Floral Queens; Maids of Honor;,n/a,n/a,Los Angeles;,n/a,n/a,n/a,stairs; ,n/a,Age--childhood; Gender; National Pride; ,La Fiesta de Los Angeles; Gender; children;,"Young girls, women, and numerous male soldiers posed for this portrait taken during the Fiesta de Los Angeles in 1897. The girls are seated on a staircase, with adult women seated atop the stairs and soldiers seated on either side of the staircase.",,No,
7/11/2013 17:48:21,JH,La Fiesta de Los Angeles,6,6,May 1897,"The Southern California Float, 1896",n/a,n/a,drawing,--,not rotate,1; 2; 3; 4; ,women;,n/a,n/a,Southern California;,n/a,trees; flowers; grass;,n/a,float; city; ,trees; grass; flowers;,Gender--femininity; Location profile--region; US Regionalism--West; ,Southern California; La Fiesta de Los Angeles; US Regionalism--West;,"This drawing depicts a woman riding on a floral-themed parade float, surrounded by trees, flowers, and grass. A cityscape appears in the background.",,No,
7/11/2013 17:54:13,JH,La Fiesta de Los Angeles,6,6,267,"The Pueblo Indians, Fiesta of 1896",C. F. Lummis; Walte,n/a,photograph,--,not rotate,3; 4; 5; 6; ,Pueblo; Indians; Indigenous peoples; men; women; children;,n/a,n/a,Los Angeles; ,n/a,n/a,n/a,building; ,n/a,Ethnography; Expansionism; Peoples--Indigenous; Race and Ethnicity; US Regionalism; ,Peoples--Indigenous; La Fiesta de Los Angeles; Race and Ethnicity; Expansionism;,"A large group of Indigenous people, comprised of men, women, and children, posed for this photograph from 1896. The photograph was taken inside of a large, open, man-made structure.",,No,
7/11/2013 18:10:58,JH,La Fiesta de Los Angeles,6,6,268,"Fiesta de Los Angeles, 1896: Sweet Peas",n/a,n/a,photograph,--,not rotate,1; 3; ,women;,n/a,n/a,Los Angeles;,n/a,peas; flowers; horse;,peas;,horse-drawn carriage;,grass;,Cultivation--agriculture; Gender--femininity; ,La Fiesta de Los Angeles; Gender--Femininity; Cultivation--agriculture;,Two women are pictured riding in a carriage decorated with flowers. ,,No,
7/11/2013 18:14:32,JH,La Fiesta de Los Angeles,6,6,268,"F. K. Rule: President La Fiesta de Los Angeles, 18??",n/a,n/a,photograph,--,not rotate,4;,man; European American;,F. K. Rule,n/a,Los Angeles;,n/a,n/a,n/a,n/a,n/a,Gender--Masculinity; ,F. K. Rule; La Fiesta de Los Angeles; Gender--Masculinity;,This photograph is a portrait of F. K. Rule. Mr. Rule wears a double-breasted suit in this portrait.,,No,
7/11/2013 18:19:36,JH,La Fiesta de Los Angeles,6,6,268,"Mission Indians, Fiesta, 1897",Waite,Union Eng. Co.,photograph,--,not rotate,5; 6; ,Mission Indians; Indigenous Peoples; men;,n/a,Mission;,Los Angeles; ,n/a,grass; trees;,n/a,house; field;,grass; trees;,Ethnography; Expansionism; Fetishism; Gender--masculinity; Interculturalism; Peoples--Indigenous;  Race and Ethnicity; Religion; Temporality--comparative temporalities; US Regionalism--West;,Expansionism; La Fiesta de Los Angeles; Peoples--indigenous,"Several indigenous men wearing traditional clothing and paint are pictured standing in the middle of a field in this photograph. An American flag, trees, and a large building appear in the background.",,No,
7/11/2013 18:32:03,JH,La Fiesta de Los Angeles,6,6,269,"La Reina de La Fiesta of 1897, Miss Francisca Alexander",Schumacher,Mausard-Collier Eng. Co.,photograph,--,not rotate,1; 2; 3; 4; 5; 6; ,women; European American; ,La Reina de La Fiesta; Miss Francisca Alexander;,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aesthetics; Gender--femininity; ,La Fiesta de Los Angeles; La Reina de La Fiesta; Gender-femininity,"Miss Francisca Alexander wears a ball gown, a cape, and a tiara in this portrait taken in a studio.",,No,
